duration,total_ram,free_ram,total_disk,free_disk,processor
79,16.0,11.45,256.0,246.0,intel i7
250,16.0,7.61,256.0,157.8,intel i3
94,32.0,11.21,512.0,227.35,amd ryzen 5
200,16.0,6.82,256.0,45.59,intel i5
25,32.0,16.1,256.0,103.26,amd ryzen 7
192,16.0,11.68,512.0,429.93,intel i3
92,32.0,14.49,256.0,242.18,amd ryzen 5
153,32.0,10.09,512.0,368.81,intel i5
195,16.0,5.62,256.0,190.67,intel i5
205,16.0,5.96,512.0,314.17,intel i5
103,16.0,8.24,512.0,353.88,amd ryzen 7
185,16.0,5.87,256.0,187.15,intel i5
136,16.0,3.77,512.0,321.35,intel i7
83,32.0,14.47,256.0,109.98,amd ryzen 5
172,16.0,7.79,256.0,153.55,amd ryzen 5
77,16.0,8.66,256.0,71.88,amd ryzen 7
98,16.0,9.88,256.0,192.09,intel i7
153,16.0,6.65,512.0,185.16,intel i7
59,16.0,11.22,256.0,48.39,amd ryzen 7
168,16.0,6.51,512.0,320.73,amd ryzen 5
148,16.0,10.57,512.0,467.57,intel i5
210,32.0,11.62,256.0,203.42,intel i3
169,16.0,3.2,256.0,142.89,intel i7
182,16.0,6.72,256.0,109.19,amd ryzen 5
127,32.0,16.45,256.0,35.41,amd ryzen 3
129,16.0,7.29,256.0,147.05,amd ryzen 5
133,32.0,11.64,256.0,74.28,intel i5
152,16.0,4.08,256.0,203.34,amd ryzen 7
118,32.0,15.55,256.0,134.52,amd ryzen 3
163,16.0,8.31,256.0,246.0,intel i5
57,32.0,12.95,256.0,28.15,intel i7
270,16.0,8.74,512.0,296.05,intel i3
133,32.0,15.69,256.0,109.76,amd ryzen 3
118,16.0,7.36,512.0,319.24,intel i7
76,32.0,15.29,256.0,13.73,intel i5
268,16.0,3.12,512.0,268.81,amd ryzen 3
245,16.0,6.53,256.0,143.11,amd ryzen 3
175,16.0,6.19,256.0,10.0,amd ryzen 5
86,32.0,11.3,256.0,143.98,intel i7
124,16.0,5.82,256.0,175.22,amd ryzen 7
274,16.0,4.09,512.0,396.73,amd ryzen 3
238,16.0,7.15,512.0,344.75,intel i3
252,16.0,8.96,256.0,96.88,intel i3
188,16.0,8.83,256.0,244.11,amd ryzen 5
196,16.0,10.61,256.0,210.15,amd ryzen 3
138,16.0,6.82,256.0,246.0,amd ryzen 5
107,32.0,13.43,256.0,10.0,amd ryzen 5
120,32.0,11.77,256.0,89.03,amd ryzen 5
25,32.0,18.21,512.0,346.69,amd ryzen 7
504,16.0,8.67,512.0,408.99,amd ryzen 3
230,16.0,5.97,512.0,390.54,amd ryzen 3
226,16.0,4.05,256.0,112.17,intel i5
115,16.0,10.55,256.0,151.92,amd ryzen 5
123,16.0,9.69,256.0,193.15,amd ryzen 5
183,16.0,5.28,256.0,191.45,amd ryzen 5
150,16.0,7.0,256.0,76.27,amd ryzen 5
137,32.0,17.42,256.0,181.35,intel i3
251,16.0,6.91,512.0,121.84,amd ryzen 3
134,16.0,7.29,256.0,229.43,amd ryzen 5
138,32.0,16.05,512.0,284.18,amd ryzen 3
136,16.0,6.34,256.0,177.91,intel i7
213,16.0,2.54,512.0,269.25,amd ryzen 5
217,16.0,8.2,256.0,99.08,amd ryzen 3
87,16.0,9.05,256.0,87.52,amd ryzen 7
115,32.0,12.36,256.0,34.26,intel i5
129,16.0,9.68,256.0,177.54,amd ryzen 5
55,32.0,14.21,512.0,326.1,intel i7
179,16.0,5.93,256.0,198.07,amd ryzen 5
271,16.0,4.1,256.0,246.0,amd ryzen 3
75,16.0,10.25,512.0,248.42,amd ryzen 7
260,16.0,7.22,256.0,131.55,intel i3
158,16.0,4.56,512.0,328.83,amd ryzen 7
287,16.0,6.31,256.0,126.58,intel i3
101,16.0,7.55,256.0,170.24,amd ryzen 7
111,16.0,11.54,512.0,388.35,amd ryzen 5
268,16.0,5.22,512.0,298.51,intel i3
262,16.0,5.85,256.0,169.15,amd ryzen 3
44,32.0,11.58,256.0,10.0,amd ryzen 7
196,16.0,10.7,256.0,209.88,amd ryzen 3
179,32.0,14.22,256.0,87.9,intel i3
127,32.0,10.91,512.0,286.83,amd ryzen 5
25,32.0,17.12,512.0,376.72,amd ryzen 7
275,16.0,4.36,512.0,257.63,amd ryzen 3
153,16.0,8.57,256.0,122.51,amd ryzen 5
73,32.0,13.94,256.0,125.18,intel i7
112,16.0,7.47,256.0,99.53,amd ryzen 7
108,16.0,8.74,256.0,246.0,intel i7
187,32.0,11.35,256.0,132.49,amd ryzen 3
30,32.0,14.81,512.0,328.14,intel i7
46,32.0,13.01,512.0,177.95,intel i7
147,16.0,8.23,512.0,313.45,amd ryzen 5
25,32.0,18.47,256.0,205.17,intel i7
74,32.0,16.47,256.0,246.0,amd ryzen 5
252,16.0,7.34,256.0,157.33,intel i3
25,32.0,13.6,256.0,246.0,amd ryzen 7
50,16.0,10.15,512.0,296.76,intel i7
101,16.0,8.56,256.0,34.8,intel i7
125,16.0,7.91,256.0,133.61,intel i7
125,16.0,5.71,256.0,147.19,intel i7
231,16.0,8.05,512.0,350.32,intel i3
264,16.0,5.17,512.0,276.26,intel i3
218,16.0,8.6,256.0,163.13,amd ryzen 3
648,16.0,2.27,256.0,117.48,intel i3
154,32.0,16.86,256.0,86.86,intel i3
32,32.0,16.0,256.0,210.76,intel i7
139,16.0,10.88,512.0,285.86,intel i5
169,16.0,9.86,512.0,224.5,intel i5
118,16.0,8.4,512.0,197.48,amd ryzen 7
27,32.0,11.93,512.0,389.93,amd ryzen 7
181,32.0,13.88,256.0,63.39,intel i3
122,32.0,18.26,256.0,110.97,amd ryzen 3
182,32.0,14.78,256.0,166.9,intel i3
103,32.0,13.44,512.0,346.68,intel i5
122,16.0,6.07,256.0,49.2,intel i7
25,32.0,16.18,256.0,143.77,intel i7
288,16.0,6.03,512.0,266.57,amd ryzen 3
201,16.0,7.3,256.0,246.0,intel i5
203,16.0,3.47,256.0,246.0,amd ryzen 5
161,32.0,14.0,512.0,355.87,amd ryzen 3
76,32.0,10.71,512.0,343.35,amd ryzen 7
150,16.0,5.94,256.0,112.16,intel i7
125,16.0,10.32,256.0,130.35,amd ryzen 5
113,32.0,16.65,512.0,255.55,amd ryzen 3
130,32.0,15.82,256.0,108.12,amd ryzen 3
212,32.0,10.44,256.0,103.88,intel i3
134,32.0,15.91,256.0,164.63,amd ryzen 3
69,32.0,16.13,256.0,63.17,amd ryzen 5
158,32.0,12.89,256.0,47.26,amd ryzen 3
191,32.0,12.75,256.0,223.92,intel i3
51,32.0,13.8,256.0,240.84,amd ryzen 7
254,16.0,4.33,512.0,229.8,amd ryzen 3
83,32.0,13.02,512.0,277.8,intel i5
25,32.0,15.36,256.0,78.8,amd ryzen 7
182,16.0,7.92,256.0,54.57,intel i5
137,16.0,10.43,512.0,180.77,intel i5
25,32.0,15.22,512.0,242.14,amd ryzen 7
155,32.0,12.28,512.0,269.69,amd ryzen 3
166,16.0,9.63,256.0,155.16,amd ryzen 5
202,16.0,5.53,256.0,187.49,intel i5
151,16.0,7.48,512.0,247.08,amd ryzen 5
159,32.0,14.29,256.0,148.71,amd ryzen 3
230,16.0,7.47,256.0,103.54,amd ryzen 3
208,16.0,3.24,512.0,308.13,amd ryzen 5
156,16.0,6.7,256.0,243.2,amd ryzen 5
79,32.0,16.62,256.0,245.22,intel i5
92,16.0,6.66,512.0,222.61,intel i7
197,32.0,13.59,512.0,330.35,intel i3
58,32.0,17.56,512.0,323.29,amd ryzen 5
250,16.0,4.04,256.0,246.0,intel i5
162,16.0,6.08,512.0,279.74,amd ryzen 5
44,16.0,10.86,256.0,130.79,amd ryzen 7
222,16.0,4.37,256.0,114.97,intel i5
137,16.0,10.2,512.0,291.77,intel i5
161,16.0,6.22,512.0,192.94,amd ryzen 5
199,16.0,9.53,512.0,248.06,amd ryzen 3
157,16.0,5.83,256.0,73.79,amd ryzen 5
293,16.0,3.65,512.0,216.47,amd ryzen 3
126,16.0,10.18,256.0,246.0,amd ryzen 5
79,32.0,14.56,256.0,152.82,amd ryzen 5
106,16.0,11.78,256.0,10.0,amd ryzen 5
99,16.0,9.35,256.0,139.32,amd ryzen 7
96,32.0,13.13,512.0,355.74,amd ryzen 5
246,16.0,8.79,256.0,144.59,intel i3
255,16.0,7.82,256.0,246.0,intel i3
25,32.0,16.7,256.0,92.82,intel i7
141,16.0,6.92,512.0,291.02,intel i7
37,32.0,13.26,256.0,116.14,amd ryzen 7
244,16.0,6.2,512.0,312.16,intel i3
234,16.0,7.8,512.0,235.68,intel i3
87,32.0,10.99,256.0,28.54,intel i7
229,16.0,6.96,512.0,253.68,amd ryzen 3
156,16.0,8.31,256.0,97.91,intel i5
99,16.0,7.3,512.0,261.07,amd ryzen 7
202,16.0,9.59,512.0,220.95,amd ryzen 3
64,16.0,11.1,256.0,101.13,amd ryzen 7
27,32.0,17.78,512.0,255.34,intel i7
147,32.0,14.39,256.0,184.83,amd ryzen 3
167,16.0,8.66,512.0,347.41,amd ryzen 5
163,16.0,5.39,256.0,55.25,intel i7
209,16.0,5.29,512.0,254.65,intel i5
107,32.0,13.45,512.0,263.77,intel i5
42,32.0,13.64,256.0,246.0,intel i7
84,32.0,14.68,256.0,84.27,amd ryzen 5
345,16.0,1.2,256.0,100.38,intel i3
185,16.0,6.46,256.0,176.26,amd ryzen 5
192,16.0,6.04,256.0,96.89,amd ryzen 5
79,32.0,15.58,512.0,217.91,intel i5
29,32.0,12.77,256.0,102.08,amd ryzen 7
112,32.0,15.37,512.0,229.89,amd ryzen 3
113,16.0,6.65,512.0,339.89,amd ryzen 7
195,16.0,10.53,256.0,151.81,amd ryzen 3
169,16.0,11.79,256.0,221.19,amd ryzen 3
182,16.0,7.42,512.0,266.02,intel i5
91,32.0,12.59,256.0,10.0,intel i5
25,32.0,16.12,256.0,193.13,amd ryzen 7
135,32.0,12.04,512.0,240.28,intel i5
182,32.0,13.45,512.0,319.18,intel i3
25,32.0,17.79,512.0,319.47,amd ryzen 7
188,32.0,12.81,512.0,357.3,intel i3
238,16.0,6.27,512.0,227.07,amd ryzen 3
167,16.0,6.48,256.0,10.0,amd ryzen 5
55,32.0,16.76,512.0,210.75,amd ryzen 5
147,16.0,9.29,256.0,178.39,amd ryzen 5
254,16.0,6.29,512.0,130.64,amd ryzen 3
192,16.0,4.93,256.0,151.48,amd ryzen 5
213,16.0,8.55,512.0,247.01,amd ryzen 3
127,32.0,10.77,512.0,286.14,intel i5
25,32.0,16.29,256.0,101.77,intel i7
25,32.0,17.09,512.0,309.02,amd ryzen 7
294,16.0,2.07,512.0,301.9,amd ryzen 3
155,32.0,18.09,512.0,203.31,intel i3
222,16.0,7.25,256.0,168.09,amd ryzen 3
26,32.0,14.23,256.0,166.69,intel i7
189,16.0,6.32,256.0,187.61,intel i5
325,16.0,0.92,512.0,403.04,intel i3
76,16.0,9.3,256.0,149.28,amd ryzen 7
155,32.0,14.14,512.0,312.4,amd ryzen 3
153,16.0,9.6,512.0,235.78,intel i5
59,16.0,10.09,256.0,132.15,intel i7
142,16.0,5.86,256.0,62.02,intel i7
94,16.0,8.29,256.0,150.57,intel i7
46,32.0,18.42,512.0,245.57,amd ryzen 5
83,32.0,14.53,512.0,273.7,amd ryzen 5
245,16.0,7.37,256.0,166.94,amd ryzen 3
87,16.0,9.35,256.0,215.22,intel i7
29,32.0,12.23,256.0,126.48,amd ryzen 7
262,16.0,7.38,256.0,209.31,intel i3
67,32.0,10.88,512.0,269.62,amd ryzen 7
135,16.0,6.69,512.0,255.72,intel i7
33,32.0,13.0,256.0,183.3,amd ryzen 7
256,16.0,7.76,256.0,35.83,intel i3
233,16.0,9.2,512.0,280.74,intel i3
300,16.0,2.77,512.0,339.93,intel i3
250,16.0,5.98,256.0,66.24,amd ryzen 3
214,32.0,10.98,512.0,295.07,intel i3
38,32.0,13.61,512.0,332.28,intel i7
50,32.0,16.68,256.0,148.15,amd ryzen 5
137,32.0,10.93,256.0,130.52,intel i5
125,16.0,6.83,256.0,109.81,amd ryzen 7
124,16.0,5.38,256.0,199.92,intel i7
111,16.0,6.12,512.0,145.97,amd ryzen 7
138,32.0,15.34,512.0,332.72,intel i3
179,32.0,12.61,512.0,311.62,amd ryzen 3
271,16.0,13.26,256.0,231.51,intel i5
134,16.0,10.27,512.0,239.5,intel i5
209,16.0,4.72,256.0,71.88,intel i5
129,16.0,11.76,256.0,152.45,intel i5
160,16.0,5.07,256.0,205.34,amd ryzen 5
123,16.0,9.97,256.0,149.23,intel i5
199,16.0,8.31,512.0,278.92,amd ryzen 3
171,32.0,13.29,512.0,220.25,intel i3
51,32.0,13.51,512.0,158.31,intel i7
280,16.0,5.81,512.0,345.38,amd ryzen 3
25,32.0,12.77,512.0,242.66,amd ryzen 7
25,32.0,13.57,512.0,287.98,amd ryzen 7
214,16.0,7.8,256.0,101.45,amd ryzen 3
227,16.0,4.96,256.0,108.71,intel i5
258,16.0,9.07,512.0,180.6,intel i3
189,16.0,4.01,512.0,364.95,amd ryzen 5
172,16.0,11.18,256.0,160.5,amd ryzen 3
27,32.0,16.62,256.0,20.38,amd ryzen 5
131,16.0,4.89,256.0,136.25,amd ryzen 7
137,16.0,9.96,256.0,137.62,amd ryzen 5
113,16.0,5.73,512.0,231.79,amd ryzen 7
76,32.0,13.83,512.0,293.13,amd ryzen 5
155,16.0,3.49,256.0,117.39,amd ryzen 7
134,32.0,13.97,256.0,246.0,amd ryzen 3
32,32.0,15.46,256.0,205.81,amd ryzen 7
153,32.0,14.64,256.0,246.0,amd ryzen 3
145,32.0,14.7,256.0,181.34,amd ryzen 3
188,16.0,4.32,512.0,301.06,amd ryzen 5
82,16.0,8.25,512.0,321.19,amd ryzen 7
222,16.0,7.54,256.0,93.07,amd ryzen 3
216,16.0,6.39,256.0,185.64,amd ryzen 3
132,16.0,5.69,256.0,133.58,amd ryzen 7
121,16.0,4.4,256.0,141.82,amd ryzen 7
96,32.0,17.05,512.0,282.19,intel i5
25,32.0,15.12,256.0,117.99,amd ryzen 7
219,16.0,7.41,512.0,348.41,amd ryzen 3
101,16.0,7.01,512.0,357.92,amd ryzen 7
237,16.0,8.1,256.0,190.63,intel i3
238,16.0,9.51,512.0,255.87,intel i3
43,32.0,13.9,256.0,138.13,intel i7
113,32.0,12.97,256.0,126.75,intel i5
93,32.0,14.08,512.0,183.6,amd ryzen 5
125,32.0,17.91,512.0,195.61,intel i3
61,32.0,12.69,256.0,226.33,intel i7
191,16.0,6.93,256.0,180.76,intel i5
149,16.0,10.05,512.0,281.13,intel i5
44,32.0,12.43,256.0,38.02,amd ryzen 7
101,32.0,17.43,512.0,226.2,amd ryzen 3
212,16.0,10.92,256.0,98.45,intel i3
273,16.0,5.78,256.0,195.26,intel i3
202,16.0,4.65,512.0,374.28,intel i5
86,16.0,7.0,256.0,173.9,amd ryzen 7
25,32.0,13.59,512.0,270.36,amd ryzen 7
76,16.0,8.75,256.0,68.94,amd ryzen 7
99,16.0,9.86,512.0,283.79,intel i7
156,16.0,11.96,512.0,215.91,amd ryzen 3
150,32.0,14.92,256.0,83.87,amd ryzen 3
25,32.0,14.67,256.0,78.26,amd ryzen 7
105,32.0,13.24,256.0,93.76,amd ryzen 5
176,16.0,6.97,256.0,161.74,intel i5
168,16.0,4.51,256.0,228.44,intel i7
149,16.0,10.14,512.0,323.38,intel i5
99,16.0,7.52,512.0,195.64,amd ryzen 7
178,16.0,10.69,256.0,89.03,amd ryzen 3
251,16.0,6.78,512.0,205.71,intel i3
136,32.0,12.97,512.0,202.24,amd ryzen 5
232,16.0,7.97,256.0,168.76,amd ryzen 3
93,32.0,14.61,512.0,290.01,amd ryzen 5
180,32.0,14.14,256.0,82.99,intel i3
248,16.0,7.03,256.0,184.63,intel i3
132,16.0,6.06,256.0,165.69,amd ryzen 7
42,32.0,12.95,512.0,356.4,amd ryzen 7
230,16.0,8.91,512.0,310.21,amd ryzen 3
77,32.0,12.08,256.0,50.92,intel i7
154,16.0,8.38,512.0,418.28,amd ryzen 5
210,16.0,5.41,256.0,182.18,intel i5
213,16.0,3.61,256.0,168.22,intel i5
82,16.0,8.9,512.0,290.91,amd ryzen 7
278,16.0,3.55,512.0,231.94,intel i3
194,16.0,5.9,256.0,120.83,intel i5
150,16.0,5.35,512.0,330.77,amd ryzen 5
136,32.0,11.17,256.0,237.96,intel i5
213,32.0,12.03,512.0,385.43,intel i3
96,32.0,13.77,256.0,60.59,intel i5
133,32.0,15.47,256.0,246.0,amd ryzen 3
274,16.0,7.09,256.0,199.93,intel i3
76,32.0,14.21,256.0,46.26,amd ryzen 5
134,32.0,14.6,256.0,80.03,amd ryzen 3
108,16.0,10.53,512.0,357.67,amd ryzen 5
291,16.0,3.3,256.0,174.0,intel i3
139,32.0,13.73,256.0,128.54,intel i5
150,16.0,8.87,256.0,154.99,amd ryzen 5
100,16.0,7.32,256.0,29.16,amd ryzen 7
91,32.0,10.83,256.0,102.47,amd ryzen 5
132,16.0,8.39,256.0,130.25,intel i7
198,32.0,13.41,256.0,207.95,intel i3
111,16.0,4.88,256.0,234.52,amd ryzen 7
106,16.0,7.27,512.0,297.52,amd ryzen 7
217,16.0,10.31,256.0,162.86,intel i3
265,16.0,7.09,512.0,270.05,intel i3
152,16.0,8.15,256.0,246.0,amd ryzen 5
233,16.0,6.93,256.0,123.29,amd ryzen 3
284,16.0,5.03,512.0,155.58,intel i3
138,16.0,10.78,512.0,287.81,intel i5
208,16.0,6.99,256.0,154.32,amd ryzen 3
81,16.0,7.16,512.0,203.58,amd ryzen 7
179,16.0,7.57,256.0,80.05,amd ryzen 5
213,32.0,10.99,256.0,110.32,intel i3
51,32.0,13.26,512.0,188.0,intel i7
276,16.0,4.41,512.0,374.5,intel i3
123,16.0,5.07,256.0,160.53,intel i7
162,32.0,12.56,512.0,404.24,amd ryzen 3
169,16.0,6.76,256.0,91.5,amd ryzen 5
95,16.0,8.32,256.0,141.24,amd ryzen 7
193,16.0,11.04,512.0,299.67,amd ryzen 3
275,16.0,5.16,512.0,400.76,intel i3
246,16.0,8.71,256.0,74.53,intel i3
112,32.0,16.76,512.0,283.43,amd ryzen 3
72,16.0,9.83,256.0,181.14,intel i7
240,16.0,5.93,512.0,279.34,amd ryzen 3
49,32.0,12.02,256.0,156.58,amd ryzen 7
95,16.0,8.06,256.0,188.63,intel i7
202,16.0,6.11,512.0,259.91,amd ryzen 5
64,16.0,10.71,256.0,169.77,intel i7
226,16.0,9.63,256.0,228.54,intel i3
272,16.0,6.85,256.0,125.24,intel i3
136,16.0,5.76,512.0,263.39,intel i7
296,16.0,4.5,512.0,255.09,intel i3
142,16.0,7.0,512.0,381.59,amd ryzen 5
208,32.0,9.09,256.0,30.96,amd ryzen 3
25,32.0,16.4,512.0,218.63,amd ryzen 7
124,16.0,6.46,512.0,344.05,intel i7
116,32.0,12.33,256.0,166.05,intel i5
295,16.0,5.31,256.0,213.93,intel i3
180,32.0,14.7,256.0,76.02,intel i3
216,16.0,8.23,256.0,92.01,amd ryzen 3
250,16.0,6.46,256.0,74.63,amd ryzen 3
54,32.0,13.67,512.0,234.62,intel i7
175,16.0,10.32,256.0,74.35,intel i5
83,16.0,8.2,512.0,259.06,amd ryzen 7
138,16.0,9.8,512.0,213.56,amd ryzen 5
42,32.0,11.27,256.0,146.17,amd ryzen 7
125,16.0,5.83,512.0,276.65,amd ryzen 7
184,32.0,8.47,256.0,197.41,intel i5
183,16.0,7.35,256.0,118.71,intel i5
185,16.0,6.54,512.0,295.29,intel i5
157,16.0,7.46,512.0,240.36,amd ryzen 5
215,16.0,9.74,512.0,339.15,amd ryzen 3
194,16.0,4.06,256.0,166.03,amd ryzen 5
39,16.0,11.21,512.0,275.33,amd ryzen 7
188,16.0,11.95,256.0,120.6,amd ryzen 3
145,16.0,8.95,256.0,246.0,amd ryzen 5
156,16.0,6.49,512.0,274.09,intel i5
212,16.0,4.18,512.0,94.08,amd ryzen 5
267,16.0,4.56,512.0,197.97,amd ryzen 3
245,16.0,5.36,256.0,132.29,amd ryzen 3
127,16.0,6.35,256.0,224.89,amd ryzen 7
202,32.0,11.33,512.0,238.98,intel i3
257,16.0,6.61,256.0,111.48,intel i3
207,16.0,4.48,512.0,384.72,intel i5
107,32.0,11.55,512.0,287.88,amd ryzen 5
154,16.0,8.85,256.0,85.77,intel i5
226,16.0,7.17,512.0,290.7,amd ryzen 3
207,16.0,6.31,512.0,334.66,amd ryzen 5
105,32.0,15.29,256.0,49.89,intel i5
191,16.0,5.49,256.0,202.08,intel i5
134,32.0,15.41,256.0,50.46,amd ryzen 3
221,16.0,7.89,512.0,453.4,amd ryzen 3
216,16.0,5.25,512.0,304.8,intel i5
104,32.0,10.33,256.0,151.8,intel i7
28,32.0,12.37,512.0,244.98,amd ryzen 7
106,16.0,7.46,256.0,155.13,intel i7
95,32.0,15.9,512.0,297.91,intel i5
170,16.0,7.27,512.0,284.35,amd ryzen 5
141,16.0,4.69,512.0,320.99,amd ryzen 7
68,16.0,9.0,512.0,266.53,intel i7
282,16.0,4.64,512.0,436.94,intel i3
147,16.0,8.1,256.0,155.24,intel i5
191,32.0,13.28,256.0,139.22,intel i3
56,32.0,17.34,256.0,10.0,intel i5
78,16.0,9.86,512.0,286.8,intel i7
114,16.0,8.61,256.0,123.58,amd ryzen 5
163,16.0,7.95,512.0,286.08,amd ryzen 5
286,16.0,3.2,256.0,228.96,intel i3
140,16.0,3.9,512.0,303.95,amd ryzen 7
83,16.0,8.77,256.0,169.28,amd ryzen 7
141,32.0,16.17,256.0,113.65,intel i3
80,32.0,14.99,512.0,273.67,intel i5
164,32.0,16.13,512.0,139.98,intel i3
239,16.0,9.05,512.0,412.43,intel i3
98,16.0,7.45,512.0,280.98,intel i7
111,16.0,7.4,256.0,211.43,amd ryzen 7
169,16.0,6.62,256.0,181.56,amd ryzen 5
135,32.0,12.32,256.0,145.9,intel i5
64,32.0,11.39,256.0,77.42,intel i7
169,16.0,6.21,256.0,224.96,amd ryzen 5
107,16.0,10.7,256.0,112.32,amd ryzen 5
262,16.0,4.99,512.0,364.62,amd ryzen 3
192,16.0,9.28,512.0,186.63,amd ryzen 3
159,32.0,16.08,256.0,246.0,intel i3
273,16.0,6.22,256.0,10.0,intel i3
233,16.0,6.87,512.0,199.43,amd ryzen 3
161,16.0,4.92,256.0,42.49,intel i7
184,16.0,7.5,512.0,293.84,intel i5
121,16.0,7.76,512.0,403.4,intel i7
121,32.0,11.79,256.0,182.29,amd ryzen 5
39,32.0,17.31,512.0,314.85,amd ryzen 5
81,16.0,12.02,512.0,233.08,intel i7
262,16.0,6.57,256.0,184.18,intel i3
154,16.0,7.01,256.0,109.18,amd ryzen 5
135,16.0,5.5,512.0,312.07,intel i7
263,16.0,3.47,512.0,156.78,amd ryzen 3
82,32.0,16.22,512.0,330.37,intel i5
171,16.0,2.82,256.0,48.97,intel i7
37,32.0,12.56,256.0,38.72,amd ryzen 7
82,32.0,16.16,512.0,279.21,intel i5
192,32.0,12.64,256.0,196.42,intel i3
82,16.0,12.75,256.0,32.68,intel i7
152,32.0,15.23,256.0,141.45,intel i3
275,16.0,7.97,256.0,169.3,amd ryzen 5
84,16.0,9.12,256.0,91.86,amd ryzen 7
162,16.0,10.67,256.0,150.99,intel i5
210,16.0,4.64,512.0,317.97,intel i5
77,16.0,12.57,512.0,170.28,amd ryzen 5
120,16.0,8.49,256.0,193.57,intel i7
202,16.0,9.44,512.0,353.63,amd ryzen 3
234,16.0,7.48,512.0,417.32,amd ryzen 3
102,16.0,7.16,256.0,182.91,amd ryzen 7
153,16.0,7.43,512.0,344.31,intel i5
25,32.0,13.3,256.0,246.0,intel i7
101,32.0,12.18,256.0,92.93,intel i5
151,16.0,10.37,256.0,53.97,intel i5
162,32.0,14.34,256.0,95.16,intel i3
148,32.0,16.49,512.0,281.1,amd ryzen 3
64,32.0,12.19,512.0,336.32,intel i7
31,32.0,12.55,256.0,53.37,amd ryzen 7
193,16.0,8.03,256.0,101.56,intel i5
165,16.0,6.27,512.0,308.09,intel i7
95,16.0,7.62,512.0,324.85,amd ryzen 7
41,32.0,13.27,512.0,417.55,intel i7
136,16.0,6.08,512.0,384.82,intel i7
154,32.0,12.22,512.0,304.58,amd ryzen 3
156,16.0,6.26,256.0,38.23,amd ryzen 5
229,16.0,6.6,512.0,222.41,amd ryzen 3
100,16.0,9.08,512.0,355.12,intel i7
97,32.0,17.81,512.0,446.77,amd ryzen 3
51,32.0,11.0,512.0,318.51,amd ryzen 7
51,32.0,12.27,256.0,135.92,amd ryzen 7
163,32.0,15.57,512.0,234.25,intel i3
127,32.0,15.77,512.0,270.77,amd ryzen 3
85,32.0,10.95,512.0,285.27,intel i7
113,16.0,7.11,512.0,331.92,amd ryzen 7
122,32.0,17.29,512.0,232.85,amd ryzen 3
278,16.0,7.03,512.0,304.62,intel i3
143,32.0,15.25,512.0,284.35,intel i3
171,16.0,11.5,512.0,283.04,amd ryzen 3
42,32.0,14.71,512.0,378.23,intel i7
131,16.0,8.02,512.0,185.31,intel i7
55,32.0,16.36,512.0,303.81,intel i5
77,16.0,9.03,512.0,205.86,intel i7
156,16.0,4.18,256.0,72.33,amd ryzen 7
170,16.0,8.69,512.0,253.13,amd ryzen 5
114,16.0,5.8,512.0,268.49,amd ryzen 7
177,16.0,4.19,256.0,88.75,intel i7
175,16.0,5.75,256.0,165.97,amd ryzen 5
161,16.0,7.09,512.0,247.89,amd ryzen 5
192,16.0,5.39,256.0,74.92,intel i5
46,32.0,13.41,512.0,372.97,amd ryzen 7
180,16.0,9.73,256.0,159.36,intel i5
61,32.0,11.52,256.0,147.07,intel i7
124,16.0,5.33,256.0,173.31,intel i7
